time,vbus,vbat,ibus,iloa,ibat
6.083333,4.836482,3.526185,0.092072,0.172343,-0.145415
6.1,4.830522,3.526225,0.092727,0.173048,-0.142858
6.116667,4.829894,3.526211,0.09168,0.173773,-0.141815
6.133333,4.836565,3.526395,0.093516,0.17358,-0.138485
6.15,4.836375,3.526498,0.092601,0.174896,-0.136901
6.166667,4.836649,3.526477,0.092852,0.175518,-0.140931
6.183333,4.836646,3.526539,0.095513,0.173871,-0.139244
6.2,4.83612,3.526672,0.095521,0.176721,-0.136136
6.216667,4.835829,3.526672,0.096016,0.172928,-0.137869
6.233333,4.837415,3.526913,0.096637,0.175914,-0.135137
6.25,4.836527,3.527018,0.100721,0.176346,-0.131234
6.266667,4.827938,3.52707,0.100702,0.172837,-0.130774
6.283333,4.832602,3.527203,0.102874,0.173241,-0.129745
6.3,4.83575,3.527364,0.101656,0.171677,-0.128312
6.316667,4.838228,3.527347,0.106402,0.175743,-0.127308
6.333333,4.836809,3.527434,0.105826,0.171764,-0.128687
6.35,4.83656,3.533276,0.10612,0.132918,-0.069597
6.366667,4.837641,3.533485,0.104657,0.135086,-0.066034
6.383333,4.839235,3.533514,0.108291,0.136016,-0.066882
6.4,4.840049,3.533681,0.109658,0.133826,-0.065924
6.416667,4.840112,3.533677,0.110097,0.13469,-0.063903
6.433333,4.836112,3.533861,0.107976,0.132891,-0.061639
6.45,4.830982,3.53411,0.109749,0.135593,-0.059064
6.466667,4.839332,3.534171,0.113899,0.132502,-0.059894
6.483333,4.841558,3.534312,0.114537,0.135858,-0.056418
6.5,4.841846,3.534516,0.113728,0.13133,-0.054629
6.516667,4.83037,3.534657,0.11478,0.135547,-0.053402
6.533333,4.831221,3.534896,0.119299,0.135491,-0.054092
6.55,4.831766,3.53486,0.116302,0.132984,-0.050252
6.566667,4.84225,3.535029,0.118925,0.133239,-0.050681
6.583333,4.841047,3.535229,0.121539,0.133434,-0.048861
6.6,4.832389,3.535239,0.119627,0.134898,-0.05013
6.616667,4.834496,3.53549,0.1197,0.133858,-0.046348
6.633333,4.831628,3.535633,0.121397,0.133695,-0.04571
6.65,4.835132,3.535831,0.123131,0.135701,-0.04566
6.666667,4.836857,3.536009,0.126839,0.135157,-0.041731
6.683333,4.832672,3.536002,0.127224,0.130961,-0.039779
6.7,4.832838,3.536171,0.125121,0.132454,-0.04113
6.716667,4.833446,3.53638,0.125898,0.133469,-0.036938
6.733333,4.833378,3.536469,0.127584,0.136458,-0.033808
6.75,4.834038,3.536758,0.130503,0.132936,-0.034456
6.766667,4.834331,3.536757,0.129421,0.133158,-0.034696
6.783333,4.835347,3.536916,0.132759,0.13121,-0.033994
6.8,4.835255,3.537097,0.133705,0.132407,-0.029255
6.816667,4.836102,3.537276,0.133992,0.137274,-0.026946
6.833333,4.835899,3.537508,0.136775,0.134074,-0.024535
6.85,4.836087,3.537652,0.138493,0.133609,-0.026468
6.866667,4.836559,3.537808,0.136278,0.133304,-0.023944
6.883333,4.83671,3.537942,0.138895,0.13325,-0.021638
6.9,4.837585,3.538132,0.142102,0.136569,-0.020246
6.916667,4.837642,3.538319,0.139348,0.135047,-0.016538
6.933333,4.837881,3.538462,0.142808,0.135653,-0.018534
6.95,4.838385,3.538697,0.141457,0.134064,-0.013209
6.966667,4.838678,3.538879,0.145512,0.135238,-0.018925
6.983333,4.838995,3.539042,0.145969,0.134333,-0.009115
7,4.839341,3.53915,0.147275,0.135255,-0.010369
7.016667,4.836577,3.539364,0.150519,0.134344,-0.007233
7.033333,4.834035,3.539577,0.148515,0.131255,-0.008748
7.05,4.830256,3.539752,0.151564,0.134852,-0.004922
7.066667,4.839216,3.539972,0.154318,0.136991,-0.002787
7.083333,4.839854,3.54009,0.151999,0.132123,-0.001619
7.1,4.836678,3.54029,0.152435,0.135606,-0.000047
7.116667,4.835808,3.540462,0.155716,0.132295,0.002761
7.133333,4.832726,3.540743,0.158142,0.134691,0.007088
7.15,4.837855,3.540864,0.15939,0.135757,0.006474
7.166667,4.83431,3.541098,0.160674,0.132712,0.012825
7.183333,4.833605,3.541294,0.162716,0.132419,0.011383
7.2,4.831982,3.541468,0.160381,0.132546,0.008474
7.216667,4.834035,3.541679,0.163753,0.133797,0.013425
7.233333,4.833008,3.541911,0.163835,0.135186,0.013265
7.25,4.83325,3.542072,0.165669,0.135013,0.018518
7.266667,4.836223,3.542189,0.166868,0.133152,0.018089
7.283333,4.833186,3.542384,0.168141,0.133263,0.021952
7.3,4.834861,3.542607,0.169597,0.133162,0.019916
7.316667,4.836079,3.542771,0.172375,0.135665,0.024261
7.333333,4.836291,3.543025,0.171817,0.132193,0.026645
7.35,4.835528,3.543223,0.173093,0.132459,0.028669
7.366667,4.833501,3.543407,0.175393,0.134058,0.026854
7.383333,4.833637,3.543607,0.177211,0.132602,0.029319
7.4,4.836005,3.543738,0.177898,0.135115,0.032513
7.416667,4.836936,3.544008,0.180333,0.135016,0.037073
7.433333,4.835286,3.538871,0.183314,0.172886,-0.017058
7.45,4.838289,3.538725,0.181469,0.172816,-0.017823
7.466667,4.836086,3.538869,0.182135,0.174059,-0.017169
7.483333,4.839103,3.539064,0.183933,0.175432,-0.012086
7.5,4.839535,3.539115,0.186598,0.173843,-0.00982
7.516667,4.840007,3.539464,0.186985,0.171584,-0.010921
7.533333,4.8363,3.5396,0.187816,0.173259,-0.012106
7.55,4.834239,3.53983,0.189749,0.172293,-0.007572
7.566667,4.837947,3.540056,0.191366,0.172243,-0.005533
7.583333,4.839487,3.540278,0.196447,0.176626,-0.00133
7.6,4.835641,3.540495,0.193166,0.175659,-0.002401
7.616667,4.832131,3.540657,0.193356,0.173939,0.001326
7.633333,4.832586,3.54087,0.196078,0.173739,0.003073
7.65,4.836549,3.541119,0.197985,0.173122,0.004005
7.666667,4.835443,3.541355,0.198644,0.173593,0.00781
7.683333,4.835264,3.541551,0.201538,0.174518,0.011474
7.7,4.833703,3.541672,0.203461,0.175948,0.011447
7.716667,4.832621,3.541939,0.204624,0.173466,0.013327
