,Timestamp,Voltage,Current,Power,Temperature
341,2021-09-27 19:44:26.685773,3.408,0.75,1.0,19.0
342,2021-09-27 19:44:27.701343,3.408,0.75,1.0,18.75
343,2021-09-27 19:44:28.706715,3.409,0.75,1.0,19.75
344,2021-09-27 19:44:29.712209,3.409,0.75,1.0,17.75
345,2021-09-27 19:44:30.727752,3.409,0.75,1.0,20.25
346,2021-09-27 19:44:31.733187,3.409,0.75,1.0,19.0
347,2021-09-27 19:44:32.748767,3.41,0.75,1.0,18.75
348,2021-09-27 19:44:33.754077,3.411,0.75,1.0,19.75
349,2021-09-27 19:44:34.769647,3.411,0.75,1.0,18.75
350,2021-09-27 19:44:35.775151,3.411,0.75,1.0,18.5
351,2021-09-27 19:44:36.780593,3.411,0.75,1.0,19.5
352,2021-09-27 19:44:37.785949,3.412,0.75,1.0,19.25
353,2021-09-27 19:44:38.791429,3.412,0.75,1.0,19.0
354,2021-09-27 19:44:39.796908,3.412,0.75,1.0,19.75
355,2021-09-27 19:44:40.802280,3.413,0.75,1.0,19.25
356,2021-09-27 19:44:41.807764,3.413,0.75,1.0,18.75
357,2021-09-27 19:44:42.818352,3.414,0.75,1.0,19.25
358,2021-09-27 19:44:43.833843,3.414,0.75,1.0,18.5
359,2021-09-27 19:44:44.839250,3.414,0.75,1.0,18.25
360,2021-09-27 19:44:45.849820,3.415,0.75,1.0,18.25
361,2021-09-27 19:44:46.865297,3.415,0.75,1.0,15.5
362,2021-09-27 19:44:47.875772,3.416,0.75,1.0,18.25
363,2021-09-27 19:44:48.881309,3.416,0.75,1.0,20.75
364,2021-09-27 19:44:49.886638,3.416,0.75,1.0,19.25
365,2021-09-27 19:44:50.892116,3.417,0.75,1.0,19.5
366,2021-09-27 19:44:51.897603,3.417,0.75,1.0,18.25
367,2021-09-27 19:44:52.908119,3.417,0.75,1.0,18.25
368,2021-09-27 19:44:53.913454,3.417,0.75,1.0,18.0
369,2021-09-27 19:44:54.929112,3.418,0.75,1.0,19.25
370,2021-09-27 19:44:55.934480,3.418,0.75,1.0,19.5
371,2021-09-27 19:44:56.939927,3.419,0.75,1.0,19.25
372,2021-09-27 19:44:57.955578,3.419,0.75,1.0,18.25
373,2021-09-27 19:44:58.961047,3.419,0.75,1.0,17.0
374,2021-09-27 19:44:59.966438,3.42,0.75,1.0,19.0
375,2021-09-27 19:45:00.971904,3.42,0.75,1.0,18.75
376,2021-09-27 19:45:01.977568,3.42,0.75,1.0,19.0
377,2021-09-27 19:45:02.982807,3.42,0.75,1.0,19.5
378,2021-09-27 19:45:03.988325,3.421,0.75,1.0,19.5
379,2021-09-27 19:45:04.993803,3.421,0.75,1.0,18.75
